old.area.rank,code.ministry,code.smis,code.percode,name.th,name.en,principal,class,network,village,tambon,amphoe,province,postcode,email,website,administration,tel,fax,est,dist.toarea,dist.toamphoe,size,electricity,number.teachers,number.students,number.classrooms,updated,old.area.code,province.code,new.area.code,region,province.name,new.area.name,count.principal,count.viceprincipal,count.teacher,count.assistant,count.empperm,count.staff,count.emptemp,sum.execs,sum.teachers,time.staffdataretrieved
44,1010720097,10032020,720097,รัตนโกสินทร์สมโภชบางขุนเทียน,Rattanakosinsomphodbangkhunthian School,นายวิธาน พรหมสินธุศักดิ์,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ - เลขที่ 2 ถ.พระรามที่ 2 ซอย 69,แสมดำ,เขตบางขุนเทียน,กรุงเทพมหานคร,10150,information@rst.ac.th,www.rst.ac.th,-,024153083,024161801,25 มีนาคม 2522,15,3,x,y,164,3333,78,13 พฤศจิกายน 2561 เวลา 18:14:58 น.,1,10,1,B,กรุงเทพมหานคร,กรุงเทพมหานคร เขต 1,1,2,143,14,0,1,2,3,157,2021-07-09 03:31:13.188791
45,1010720098,10032021,720098,ทวีธาภิเศก บางขุนเทียน,Taweethapisek Bangkhunthien,นายวีระเชษฐ์ ฮาดวิเศษ,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 8 ุ694/123,ท่าข้าม,เขตบางขุนเทียน,กรุงเทพมหานคร,10150,admin@tpt.ac.th,www.tpt.ac.th,บางขุนเทียน,028493310,028493044,19 เมษายน 2537,25,13,l,y,63,1236,35,19 พฤศจิกายน 2561 เวลา 14:43:48 น.,1,10,1,B,กรุงเทพมหานคร,กรุงเทพมหานคร เขต 1,1,1,25,24,2,3,4,2,49,2021-07-09 03:31:13.794710
46,1010720099,10032022,720099,วัดนวลนรดิศ,Wat Nuannoradit School,-,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ - 137 เพชรเกษม 19,ปากคลองภาษีเจริญ,เขตภาษีเจริญ,กรุงเทพมหานคร,10160,-,www.nd.ac.th,,0-2467-2609,024571167,9 สิงหาคม 2433,,,x,y,115,2411,70,07 พฤษภาคม 2557 เวลา 13:30:49 น.,1,10,1,B,กรุงเทพมหานคร,กรุงเทพมหานคร เขต 1,0,1,87,17,0,0,6,1,104,2021-07-09 03:31:14.412980
47,1010720100,10032023,720100,วัดรางบัว,watrangbua,นายธีระยุทธ ศรีปิยะรัตนกุล,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 6,บางหว้า,เขตภาษีเจริญ,กรุงเทพมหานคร,10160,,,ภาษีเจริญ,0-2467-0532,024670103,,,,l,y,39,365,34,29 พฤษภาคม 2557 เวลา 11:22:11 น.,1,10,1,B,กรุงเทพมหานคร,กรุงเทพมหานคร เขต 1,1,0,36,2,0,0,0,1,38,2021-07-09 03:31:14.963128
48,1010720101,10032024,720101,สตรีวัดอัปสรสวรรค์,satriwatabsornsawan school,นายสิทธิศักดิ์ แก้วสอนทะเล,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ - 250 ถ.รัชมงคลประสาธส์,ปากคลองภาษีเจริญ,เขตภาษีเจริญ,กรุงเทพมหานคร,10160,absorn@yahoo.com,www.absornsawan.ac.th,ภาษีเจริญ,0-2457-0505,024570506,23 มีนาคม 2483,45,30,l,y,114,2070,57,13 มิถุนายน 2562 เวลา 15:10:53 น.,1,10,1,B,กรุงเทพมหานคร,กรุงเทพมหานคร เขต 1,1,4,69,23,2,0,3,5,92,2021-07-09 03:31:15.600521
49,1010720102,10032025,720102,ไชยฉิมพลีวิทยาคม,Chaichimpleewitthayakom,-,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 0 40 บางแวก 69,บางแวก,เขตภาษีเจริญ,กรุงเทพมหานคร,10160,admin@chaichimplee.ac.th,chaichimplee.ac.th,ภาษีเจริญ,0-2410-1662,024102396,2498,1,2,l,y,28,362,23,10 มิถุนายน 2557 เวลา 14:03:06 น.,1,10,1,B,กรุงเทพมหานคร,กรุงเทพมหานคร เขต 1,0,1,15,12,0,0,0,1,27,2021-07-09 03:31:16.164213
50,1010720103,10032026,720103,จันทร์ประดิษฐารามวิทยาคม,chanpradittaramwittayakom,นายวิจิตร สมบัติวงศ์,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ - 111 ซอยเพชรเกษม 48,บางด้วน,เขตภาษีเจริญ,กรุงเทพมหานคร,10160,-,chanpradit.ac.th,ภาษีเจริญ,0-2869-6465,024571291,15/02/2499,2.5,2,x,y,120,1746,51,21 กุมภาพันธ์ 2564 เวลา 00:28:11 น.,1,10,1,B,กรุงเทพมหานคร,กรุงเทพมหานคร เขต 1,1,4,65,16,1,0,30,5,81,2021-07-09 03:31:16.827978
51,1010720104,10032027,720104,มัธยมวัดหนองแขม,,นายขวัญชัย ไกรธรรม,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 0 443,หนองแขม,เขตหนองแขม,กรุงเทพมหานคร,10160,-,www.nk.ac.th,หนองแขม,0-2429-3402,024293160,,50,20,x,y,179,2975,78,21 มิถุนายน 2562 เวลา 16:47:45 น.,1,10,1,B,กรุงเทพมหานคร,กรุงเทพมหานคร เขต 1,1,2,87,57,7,3,20,3,144,2021-07-09 03:31:17.478009
52,1010720105,10032028,720105,บางปะกอกวิทยาคม,Bangpakokwittayakom,นายวิเชียร ชุติมาสกุล,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 0 51,บางปะกอก,เขตราษฎร์บูรณะ,กรุงเทพมหานคร,10140,Bangpakok@bpk.ac.th,bpk.ac.th,ราษฎร์บูรณะ,0-2872-3080,028723073,17 พฤษภาคม 2492,15,1,x,y,175,2932,77,29 พฤศจิกายน 2561 เวลา 10:49:23 น.,1,10,1,B,กรุงเทพมหานคร,กรุงเทพมหานคร เขต 1,1,3,97,53,2,1,16,4,150,2021-07-09 03:31:18.099018
53,1010720106,10032029,720106,แจงร้อนวิทยา,CHAENGRON WITTAYA,นายกิตติศักดิ์ ศรีปทุมานุรักษ์,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 0 1,ราษฎร์บูรณะ,เขตราษฎร์บูรณะ,กรุงเทพมหานคร,10140,chaengron.wittaya@gmail.com,www.chaengron.ac.th,ราษฎร์บูรณะ,0-2816-8595,024625540,พ.ศ. 2496,10,2,m,y,40,401,19,14 พฤศจิกายน 2563 เวลา 14:46:56 น.,1,10,1,B,กรุงเทพมหานคร,กรุงเทพมหานคร เขต 1,1,0,16,10,3,0,9,1,26,2021-07-09 03:31:18.658418
54,1010720107,10032030,720107,วัดบวรมงคล,Watborwornmongkol,นายชาตรี จินดามณี,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ - 1121 ถนนจรัญสนิทวงศ์,บางยี่ขัน,เขตบางพลัด,กรุงเทพมหานคร,10700,bmksch@gmail.com,bm.ac.th,บางพลัด,02-424-7483,02-883-3650,20/03/2498,-,-,s,y,43,363,21,10 กรกฎาคม 2563 เวลา 17:33:01 น.,1,10,1,B,กรุงเทพมหานคร,กรุงเทพมหานคร เขต 1,1,0,24,4,3,0,11,1,28,2021-07-09 03:31:19.232873
55,1010720108,10032031,720108,วิมุตยารามพิทยากร,Wimuttayarampittayakorn,นางพิมลมาศ พัดสมร,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ - -,บางพลัด,เขตบางพลัด,กรุงเทพมหานคร,10700,wimut@moe.go.th,www.WIMUT.MOE.GO.TH,บางพลัด,0-2424-2598,024241137,17 พฤษภาคม 2501,12,2.3,m,y,31,310,14,06 ธันวาคม 2561 เวลา 13:13:56 น.,1,10,1,B,กรุงเทพมหานคร,กรุงเทพมหานคร เขต 1,1,0,22,2,7,0,1,1,24,2021-07-09 03:31:19.786870
56,1010720141,10032032,720141,ปัญญาวรคุณ,punyaworakun,นางสาวเยาวณี เสมา,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 0 857,หลักสอง,เขตบางแค,กรุงเทพมหานคร,10160,panyaworakun2012@gmail.com,www.pws.ac.th,-,0-2413-1657,024557913,15 มีนาคม 2512,20,10,x,y,93,1727,54,20 มกราคม 2560 เวลา 13:16:43 น.,1,10,1,B,กรุงเทพมหานคร,กรุงเทพมหานคร เขต 1,1,1,65,16,0,0,0,2,81,2021-07-09 03:31:20.392929
57,1010720142,10032033,720142,ราชวินิตบางแคปานขำ,RAJAWINIT BANGKAEPANKHUM SCHOOL,-,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ - เลขที่ 253 ซอยหมู่บ้านเศรษฐกิจ 22-7,บางแคเหนือ,เขตบางแค,กรุงเทพมหานคร,10160,pankhum26@yahoo.com,www.rnp.ac.th,,0-2421-0119,024210743,26/03/2522,16,10,l,y,75,1682,47,26 มิถุนายน 2562 เวลา 14:22:55 น.,1,10,1,B,กรุงเทพมหานคร,กรุงเทพมหานคร เขต 1,0,0,62,0,2,1,8,0,62,2021-07-09 03:31:20.995207
58,1010720153,10032034,720153,โรงเรียนทีปังกรวิทยาพัฒน์(ทวีวัฒนา)ในพระราชูปถัมภ์ฯ,Dipangkornwittayapat (Taweewattana) Under Royal Patronage School,นางลัดดา เจียมจูไร,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 1 136/1 ถนนเลียบคลองปทุม,ทวีวัฒนา,เขตทวีวัฒนา,กรุงเทพมหานคร,10170,-,www.dipangkorntawee.ac.th,เขตทวีวัฒนา,0-2806-7492,024443471,20 มีนาคม 2498,30,4,x,y,109,1996,54,17 กรกฎาคม 2563 เวลา 12:16:29 น.,1,10,1,B,กรุงเทพมหานคร,กรุงเทพมหานคร เขต 1,1,0,59,38,0,0,11,1,97,2021-07-09 03:31:21.616888
59,1010720154,10032035,720154,นวมินทราชินูทิศ สตรีวิทยา พุทธมณฑล,,นายธนะกุล ช้อนแก้ว,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 2 70,ทวีวัฒนา,เขตทวีวัฒนา,กรุงเทพมหานคร,10170,sarabunsw3@satriwit3.ac.th,www.satriwit3.ac.th,1,0-2441-3591,024413113,,10,1,x,y,154,3038,80,13 พฤศจิกายน 2561 เวลา 17:07:45 น.,1,10,1,B,กรุงเทพมหานคร,กรุงเทพมหานคร เขต 1,1,2,114,34,0,0,5,3,148,2021-07-09 03:31:22.243898
60,1010720155,10032036,720155,วัดพุทธบูชา,Watputthabucha,นายเทพพร อาจเวทย์,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ - -,บางมด,เขตทุ่งครุ,กรุงเทพมหานคร,10140,pb_school @ thaimail.com,www.wpb.ac.th,ทุ่งครุ,0-2426-3441,024263441,19/04/2516,15,10,x,y,114,2058,54,17 มิถุนายน 2562 เวลา 13:08:04 น.,1,10,1,B,กรุงเทพมหานคร,กรุงเทพมหานคร เขต 1,2,0,62,37,5,2,6,2,99,2021-07-09 03:31:22.903682
61,1010720156,10032037,720156,อิสลามวิทยาลัยแห่งประเทศไทย,ISAMIC COLLEGE OF THAILAND,นายสมบูรณ์ สาลีพันธ์,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 1 23 ถ.ประชาอุทิศ,ทุ่งครุ,เขตทุ่งครุ,กรุงเทพมหานคร,10140,,www.islamiccollege.ac.th,ทุ่งครุ,0-2426-1369,024261369,20 กรกฎาคม 2493,30,5,x,y,98,1617,46,21 กุมภาพันธ์ 2560 เวลา 12:26:17 น.,1,10,1,B,กรุงเทพมหานคร,กรุงเทพมหานคร เขต 1,1,2,71,3,2,3,15,3,74,2021-07-09 03:31:23.519997
62,1010720157,10032038,720157,ศึกษานารีวิทยา,Suksanareewittaya,นายนฤภพ ขันทับไทย,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ - เลขที่ 1122,บางบอน,เขตบางบอน,กรุงเทพมหานคร,10150,Suksa.sw@gmail.com,www.snws.ac.th,บางบอน,0-2450-3501,028923905,16/03/2521,15,1,x,y,130,2791,71,14 มีนาคม 2562 เวลา 08:43:09 น.,1,10,1,B,กรุงเทพมหานคร,กรุงเทพมหานคร เขต 1,1,1,92,31,0,2,0,2,123,2021-07-09 03:31:24.182632
